"","participant","sentence_type","n","correct_pct","lextale_avg","eq_score"
"39","588e3172bc9f190001487eb8","interrogative-partial-wh",11,68.75,53.3333333333333,29
"40","588e3172bc9f190001487eb8","interrogative-total-yn",7,43.75,53.3333333333333,29
"41","58a5cf959e040a0001399f07","declarative-broad-focus",16,100,46.6666666666667,65
"42","58a5cf959e040a0001399f07","declarative-narrow-focus",16,100,46.6666666666667,65
"43","58a5cf959e040a0001399f07","interrogative-partial-wh",13,81.25,46.6666666666667,65
"44","58a5cf959e040a0001399f07","interrogative-total-yn",6,37.5,46.6666666666667,65
"45","58f0fca0d40252000192f201","declarative-broad-focus",16,100,49.1666666666667,42
"46","58f0fca0d40252000192f201","declarative-narrow-focus",15,93.75,49.1666666666667,42
"47","58f0fca0d40252000192f201","interrogative-partial-wh",7,43.75,49.1666666666667,42
"48","58f0fca0d40252000192f201","interrogative-total-yn",14,87.5,49.1666666666667,42
"49","59dba8575cddae0001ff0780","declarative-broad-focus",13,81.25,45.8333333333333,28
"50","59dba8575cddae0001ff0780","declarative-narrow-focus",14,87.5,45.8333333333333,28
"51","59dba8575cddae0001ff0780","interrogative-partial-wh",14,87.5,45.8333333333333,28
"52","59dba8575cddae0001ff0780","interrogative-total-yn",8,50,45.8333333333333,28
"53","59dc458f77860e000151240e","declarative-broad-focus",16,100,48.3333333333333,68
"54","59dc458f77860e000151240e","declarative-narrow-focus",16,100,48.3333333333333,68
"55","59dc458f77860e000151240e","interrogative-partial-wh",13,81.25,48.3333333333333,68
"56","59dc458f77860e000151240e","interrogative-total-yn",7,43.75,48.3333333333333,68
"57","59e91cebae9f950001d8466a","declarative-broad-focus",16,100,42.5,26
"58","59e91cebae9f950001d8466a","declarative-narrow-focus",16,100,42.5,26
"59","59e91cebae9f950001d8466a","interrogative-partial-wh",10,62.5,42.5,26
"60","59e91cebae9f950001d8466a","interrogative-total-yn",14,87.5,42.5,26
"61","5a0502cb517dfb00013db4a3","declarative-broad-focus",14,87.5,46.6666666666667,15
"62","5a0502cb517dfb00013db4a3","declarative-narrow-focus",15,93.75,46.6666666666667,15
"63","5a0502cb517dfb00013db4a3","interrogative-partial-wh",11,68.75,46.6666666666667,15
"64","5a0502cb517dfb00013db4a3","interrogative-total-yn",7,43.75,46.6666666666667,15
"65","5a2e19cca3a512000195866a","declarative-broad-focus",16,100,55,18
"66","5a2e19cca3a512000195866a","declarative-narrow-focus",15,93.75,55,18
"67","5a2e19cca3a512000195866a","interrogative-partial-wh",14,87.5,55,18
"68","5a2e19cca3a512000195866a","interrogative-total-yn",11,68.75,55,18
"69","5acacdcd0527ba0001c24bad","declarative-broad-focus",10,62.5,47.5,25
"70","5acacdcd0527ba0001c24bad","declarative-narrow-focus",8,50,47.5,25
"71","5acacdcd0527ba0001c24bad","interrogative-partial-wh",10,62.5,47.5,25
"72","5acacdcd0527ba0001c24bad","interrogative-total-yn",8,50,47.5,25
"73","5adfbd52f6b58c0001fa8f3c","declarative-broad-focus",14,87.5,54.1666666666667,58
"74","5adfbd52f6b58c0001fa8f3c","declarative-narrow-focus",12,75,54.1666666666667,58
"75","5adfbd52f6b58c0001fa8f3c","interrogative-partial-wh",11,68.75,54.1666666666667,58
"76","5adfbd52f6b58c0001fa8f3c","interrogative-total-yn",10,62.5,54.1666666666667,58
"77","5aea962d0ef2f20001858c9c","declarative-broad-focus",16,100,48.3333333333333,24
"78","5aea962d0ef2f20001858c9c","declarative-narrow-focus",16,100,48.3333333333333,24
"79","5aea962d0ef2f20001858c9c","interrogative-partial-wh",6,37.5,48.3333333333333,24
"80","5aea962d0ef2f20001858c9c","interrogative-total-yn",14,87.5,48.3333333333333,24
"81","5aede0b676b763000132f6a4","declarative-broad-focus",16,100,42.5,43
"82","5aede0b676b763000132f6a4","declarative-narrow-focus",15,93.75,42.5,43
"83","5aede0b676b763000132f6a4","interrogative-partial-wh",14,87.5,42.5,43
"84","5aede0b676b763000132f6a4","interrogative-total-yn",13,81.25,42.5,43
"85","5b15d20c444cef0001cb1153","declarative-broad-focus",16,100,40,46
"86","5b15d20c444cef0001cb1153","declarative-narrow-focus",16,100,40,46
"87","5b15d20c444cef0001cb1153","interrogative-partial-wh",11,68.75,40,46
"88","5b15d20c444cef0001cb1153","interrogative-total-yn",12,75,40,46
"89","5b50881a59119400018abaf3","declarative-broad-focus",16,100,54.1666666666667,69
"90","5b50881a59119400018abaf3","declarative-narrow-focus",16,100,54.1666666666667,69
"91","5b50881a59119400018abaf3","interrogative-partial-wh",14,87.5,54.1666666666667,69
"92","5b50881a59119400018abaf3","interrogative-total-yn",13,81.25,54.1666666666667,69
"93","5b5b455d8fb47700015830b7","declarative-broad-focus",16,100,51.6666666666667,60
"94","5b5b455d8fb47700015830b7","declarative-narrow-focus",16,100,51.6666666666667,60
"95","5b5b455d8fb47700015830b7","interrogative-partial-wh",11,68.75,51.6666666666667,60
"96","5b5b455d8fb47700015830b7","interrogative-total-yn",12,75,51.6666666666667,60
"97","5bb6413cb4dca50001df0096","declarative-broad-focus",16,100,55,61
"98","5bb6413cb4dca50001df0096","declarative-narrow-focus",16,100,55,61
"99","5bb6413cb4dca50001df0096","interrogative-partial-wh",13,81.25,55,61
"100","5bb6413cb4dca50001df0096","interrogative-total-yn",6,37.5,55,61
"101","5bc5356e65cfb8000154bd82","declarative-broad-focus",16,100,45,26
"102","5bc5356e65cfb8000154bd82","declarative-narrow-focus",15,93.75,45,26
"103","5bc5356e65cfb8000154bd82","interrogative-partial-wh",10,62.5,45,26
"104","5bc5356e65cfb8000154bd82","interrogative-total-yn",13,81.25,45,26
"105","5bc9f91f418bad00016c6773","declarative-broad-focus",15,93.75,50.8333333333333,47
"106","5bc9f91f418bad00016c6773","declarative-narrow-focus",15,93.75,50.8333333333333,47
"107","5bc9f91f418bad00016c6773","interrogative-partial-wh",8,50,50.8333333333333,47
"108","5bc9f91f418bad00016c6773","interrogative-total-yn",10,62.5,50.8333333333333,47
"109","5bdab584b341a4000154256b","declarative-broad-focus",15,93.75,46.6666666666667,30
"110","5bdab584b341a4000154256b","declarative-narrow-focus",15,93.75,46.6666666666667,30
"111","5bdab584b341a4000154256b","interrogative-partial-wh",4,25,46.6666666666667,30
"112","5bdab584b341a4000154256b","interrogative-total-yn",13,81.25,46.6666666666667,30
"113","5c049e9bad9a9700011b877b","declarative-broad-focus",16,100,64.1666666666667,49
"114","5c049e9bad9a9700011b877b","declarative-narrow-focus",16,100,64.1666666666667,49
"115","5c049e9bad9a9700011b877b","interrogative-partial-wh",15,93.75,64.1666666666667,49
"116","5c049e9bad9a9700011b877b","interrogative-total-yn",12,75,64.1666666666667,49
"117","5c1919fbd9241d0001363964","declarative-broad-focus",16,100,48.3333333333333,48
"118","5c1919fbd9241d0001363964","declarative-narrow-focus",14,87.5,48.3333333333333,48
"119","5c1919fbd9241d0001363964","interrogative-partial-wh",16,100,48.3333333333333,48
"120","5c1919fbd9241d0001363964","interrogative-total-yn",7,43.75,48.3333333333333,48
"121","5c1dc77ee2d9150001b5b70e","declarative-broad-focus",16,100,45.8333333333333,46
"122","5c1dc77ee2d9150001b5b70e","declarative-narrow-focus",16,100,45.8333333333333,46
"123","5c1dc77ee2d9150001b5b70e","interrogative-partial-wh",6,37.5,45.8333333333333,46
"124","5c1dc77ee2d9150001b5b70e","interrogative-total-yn",8,50,45.8333333333333,46
"125","5c59aecb6ca5e600017206de","declarative-broad-focus",15,93.75,50.8333333333333,39
"126","5c59aecb6ca5e600017206de","declarative-narrow-focus",14,87.5,50.8333333333333,39
"127","5c59aecb6ca5e600017206de","interrogative-partial-wh",13,81.25,50.8333333333333,39
"128","5c59aecb6ca5e600017206de","interrogative-total-yn",9,56.25,50.8333333333333,39
"129","5c5fc78e96dff400013607a5","declarative-broad-focus",16,100,54.1666666666667,25
"130","5c5fc78e96dff400013607a5","declarative-narrow-focus",16,100,54.1666666666667,25
"131","5c5fc78e96dff400013607a5","interrogative-partial-wh",14,87.5,54.1666666666667,25
"132","5c5fc78e96dff400013607a5","interrogative-total-yn",4,25,54.1666666666667,25
"133","5c6d460ec3aa150001145611","declarative-broad-focus",14,87.5,40,46
"134","5c6d460ec3aa150001145611","declarative-narrow-focus",14,87.5,40,46
"135","5c6d460ec3aa150001145611","interrogative-partial-wh",10,62.5,40,46
"136","5c6d460ec3aa150001145611","interrogative-total-yn",7,43.75,40,46
"137","5c70eafaf6c9fe00013eeafb","declarative-broad-focus",16,100,48.3333333333333,25
"138","5c70eafaf6c9fe00013eeafb","declarative-narrow-focus",15,93.75,48.3333333333333,25
"139","5c70eafaf6c9fe00013eeafb","interrogative-partial-wh",12,75,48.3333333333333,25
"140","5c70eafaf6c9fe00013eeafb","interrogative-total-yn",8,50,48.3333333333333,25
"141","5c742339e621f900163f4543","declarative-broad-focus",16,100,48.3333333333333,50
"142","5c742339e621f900163f4543","declarative-narrow-focus",16,100,48.3333333333333,50
"143","5c742339e621f900163f4543","interrogative-partial-wh",14,87.5,48.3333333333333,50
"144","5c742339e621f900163f4543","interrogative-total-yn",8,50,48.3333333333333,50
"145","5c75471e5eb59f000131c7a4","declarative-broad-focus",16,100,60,32
"146","5c75471e5eb59f000131c7a4","declarative-narrow-focus",16,100,60,32
"147","5c75471e5eb59f000131c7a4","interrogative-partial-wh",15,93.75,60,32
"148","5c75471e5eb59f000131c7a4","interrogative-total-yn",14,87.5,60,32
"149","5cdf215da7b516001828bdda","declarative-broad-focus",16,100,44.1666666666667,46
"150","5cdf215da7b516001828bdda","declarative-narrow-focus",16,100,44.1666666666667,46
"151","5cdf215da7b516001828bdda","interrogative-partial-wh",10,62.5,44.1666666666667,46
"152","5cdf215da7b516001828bdda","interrogative-total-yn",10,62.5,44.1666666666667,46
"153","5ced8f96a726ed0015d31452","declarative-broad-focus",14,87.5,50,37
"154","5ced8f96a726ed0015d31452","declarative-narrow-focus",13,81.25,50,37
"155","5ced8f96a726ed0015d31452","interrogative-partial-wh",14,87.5,50,37
"156","5ced8f96a726ed0015d31452","interrogative-total-yn",9,56.25,50,37
"157","5d0ac7504d57690017a355ef","declarative-broad-focus",16,100,48.3333333333333,25
"158","5d0ac7504d57690017a355ef","declarative-narrow-focus",16,100,48.3333333333333,25
"159","5d0ac7504d57690017a355ef","interrogative-partial-wh",10,62.5,48.3333333333333,25
"160","5d0ac7504d57690017a355ef","interrogative-total-yn",11,68.75,48.3333333333333,25
"161","5d0d260f7374b40019cef54a","declarative-broad-focus",14,87.5,52.5,49
"162","5d0d260f7374b40019cef54a","declarative-narrow-focus",13,81.25,52.5,49
"163","5d0d260f7374b40019cef54a","interrogative-partial-wh",11,68.75,52.5,49
"164","5d0d260f7374b40019cef54a","interrogative-total-yn",9,56.25,52.5,49
"165","5d184b040a274600013f7107","declarative-broad-focus",15,93.75,48.3333333333333,53
"166","5d184b040a274600013f7107","declarative-narrow-focus",15,93.75,48.3333333333333,53
"167","5d184b040a274600013f7107","interrogative-partial-wh",9,56.25,48.3333333333333,53
"168","5d184b040a274600013f7107","interrogative-total-yn",11,68.75,48.3333333333333,53
"169","5d22686d9b3bf900019d73c0","declarative-broad-focus",15,93.75,48.3333333333333,15
"170","5d22686d9b3bf900019d73c0","declarative-narrow-focus",14,87.5,48.3333333333333,15
"171","5d22686d9b3bf900019d73c0","interrogative-partial-wh",11,68.75,48.3333333333333,15
"172","5d22686d9b3bf900019d73c0","interrogative-total-yn",13,81.25,48.3333333333333,15
"173","5d453e8723a5bb0001492546","declarative-broad-focus",15,93.75,49.1666666666667,24
"174","5d453e8723a5bb0001492546","declarative-narrow-focus",14,87.5,49.1666666666667,24
"175","5d453e8723a5bb0001492546","interrogative-partial-wh",12,75,49.1666666666667,24
"176","5d453e8723a5bb0001492546","interrogative-total-yn",7,43.75,49.1666666666667,24
"177","5d4613a2da9cb60001aa4948","declarative-broad-focus",16,100,52.5,25
"178","5d4613a2da9cb60001aa4948","declarative-narrow-focus",16,100,52.5,25
"179","5d4613a2da9cb60001aa4948","interrogative-partial-wh",8,50,52.5,25
"180","5d4613a2da9cb60001aa4948","interrogative-total-yn",10,62.5,52.5,25
"181","5d61798f7ad20f001b74922e","declarative-broad-focus",15,93.75,48.3333333333333,30
"182","5d61798f7ad20f001b74922e","declarative-narrow-focus",15,93.75,48.3333333333333,30
"183","5d61798f7ad20f001b74922e","interrogative-partial-wh",6,37.5,48.3333333333333,30
"184","5d61798f7ad20f001b74922e","interrogative-total-yn",12,75,48.3333333333333,30
"185","5d62886927a84f00010fbbb4","declarative-broad-focus",15,93.75,40.8333333333333,16
"186","5d62886927a84f00010fbbb4","declarative-narrow-focus",16,100,40.8333333333333,16
"187","5d62886927a84f00010fbbb4","interrogative-partial-wh",12,75,40.8333333333333,16
"188","5d62886927a84f00010fbbb4","interrogative-total-yn",9,56.25,40.8333333333333,16
"189","5d8f8510f3e52d0018924390","declarative-broad-focus",16,100,49.1666666666667,33
"190","5d8f8510f3e52d0018924390","declarative-narrow-focus",14,87.5,49.1666666666667,33
"191","5d8f8510f3e52d0018924390","interrogative-partial-wh",16,100,49.1666666666667,33
"192","5d8f8510f3e52d0018924390","interrogative-total-yn",10,62.5,49.1666666666667,33
"193","5dcc5f2545b8f98fd44ab4d7","declarative-broad-focus",16,100,48.3333333333333,42
"194","5dcc5f2545b8f98fd44ab4d7","declarative-narrow-focus",14,87.5,48.3333333333333,42
"195","5dcc5f2545b8f98fd44ab4d7","interrogative-partial-wh",12,75,48.3333333333333,42
"196","5dcc5f2545b8f98fd44ab4d7","interrogative-total-yn",13,81.25,48.3333333333333,42
"197","5dd1ab5dd3ac2a21600f87b8","declarative-broad-focus",15,93.75,54.1666666666667,50
"198","5dd1ab5dd3ac2a21600f87b8","declarative-narrow-focus",15,93.75,54.1666666666667,50
"199","5dd1ab5dd3ac2a21600f87b8","interrogative-partial-wh",16,100,54.1666666666667,50
"200","5dd1ab5dd3ac2a21600f87b8","interrogative-total-yn",6,37.5,54.1666666666667,50
"201","5dd32e9deab0423455e0358f","declarative-broad-focus",16,100,53.3333333333333,13
"202","5dd32e9deab0423455e0358f","declarative-narrow-focus",16,100,53.3333333333333,13
"203","5dd32e9deab0423455e0358f","interrogative-partial-wh",10,62.5,53.3333333333333,13
"204","5dd32e9deab0423455e0358f","interrogative-total-yn",12,75,53.3333333333333,13
"205","5ddda819ca7466d2350d77c6","declarative-broad-focus",15,93.75,48.3333333333333,18
"206","5ddda819ca7466d2350d77c6","declarative-narrow-focus",15,93.75,48.3333333333333,18
"207","5ddda819ca7466d2350d77c6","interrogative-partial-wh",14,87.5,48.3333333333333,18
"208","5ddda819ca7466d2350d77c6","interrogative-total-yn",14,87.5,48.3333333333333,18
"209","5deec7e78b5f8b5683c0355a","declarative-broad-focus",16,100,40.8333333333333,49
"210","5deec7e78b5f8b5683c0355a","declarative-narrow-focus",16,100,40.8333333333333,49
"211","5deec7e78b5f8b5683c0355a","interrogative-partial-wh",15,93.75,40.8333333333333,49
"212","5deec7e78b5f8b5683c0355a","interrogative-total-yn",4,25,40.8333333333333,49
"213","5e14bd64617219ae6593485a","declarative-broad-focus",15,93.75,41.6666666666667,10
"214","5e14bd64617219ae6593485a","declarative-narrow-focus",16,100,41.6666666666667,10
"215","5e14bd64617219ae6593485a","interrogative-partial-wh",13,81.25,41.6666666666667,10
"216","5e14bd64617219ae6593485a","interrogative-total-yn",8,50,41.6666666666667,10
"217","5e1a7114a90da52e206de7ea","declarative-broad-focus",15,93.75,47.5,38
"218","5e1a7114a90da52e206de7ea","declarative-narrow-focus",15,93.75,47.5,38
"219","5e1a7114a90da52e206de7ea","interrogative-partial-wh",8,50,47.5,38
"220","5e1a7114a90da52e206de7ea","interrogative-total-yn",9,56.25,47.5,38
"221","5e2ec46a316225000cf293ce","declarative-broad-focus",16,100,50,19
"222","5e2ec46a316225000cf293ce","declarative-narrow-focus",16,100,50,19
"223","5e2ec46a316225000cf293ce","interrogative-partial-wh",12,75,50,19
"224","5e2ec46a316225000cf293ce","interrogative-total-yn",10,62.5,50,19
"225","5e2f131d0473500224f75035","declarative-broad-focus",15,93.75,49.1666666666667,40
"226","5e2f131d0473500224f75035","declarative-narrow-focus",15,93.75,49.1666666666667,40
"227","5e2f131d0473500224f75035","interrogative-partial-wh",12,75,49.1666666666667,40
"228","5e2f131d0473500224f75035","interrogative-total-yn",13,81.25,49.1666666666667,40
"229","5e307b72ef67c706b15f4453","declarative-broad-focus",14,87.5,50.8333333333333,33
"230","5e307b72ef67c706b15f4453","declarative-narrow-focus",14,87.5,50.8333333333333,33
"231","5e307b72ef67c706b15f4453","interrogative-partial-wh",5,31.25,50.8333333333333,33
"232","5e307b72ef67c706b15f4453","interrogative-total-yn",13,81.25,50.8333333333333,33
"233","5e387f2c0d70ef099d5e5a4f","declarative-broad-focus",16,100,57.5,47
"234","5e387f2c0d70ef099d5e5a4f","declarative-narrow-focus",15,93.75,57.5,47
"235","5e387f2c0d70ef099d5e5a4f","interrogative-partial-wh",13,81.25,57.5,47
"236","5e387f2c0d70ef099d5e5a4f","interrogative-total-yn",12,75,57.5,47
"237","5e3dff6b8714b707b9a258b0","declarative-broad-focus",15,93.75,43.3333333333333,31
"238","5e3dff6b8714b707b9a258b0","declarative-narrow-focus",15,93.75,43.3333333333333,31
"239","5e3dff6b8714b707b9a258b0","interrogative-partial-wh",12,75,43.3333333333333,31
"240","5e3dff6b8714b707b9a258b0","interrogative-total-yn",10,62.5,43.3333333333333,31
"241","5e5e11aed2420e129dc155ce","declarative-broad-focus",16,100,50,45
"242","5e5e11aed2420e129dc155ce","declarative-narrow-focus",16,100,50,45
"243","5e5e11aed2420e129dc155ce","interrogative-partial-wh",6,37.5,50,45
"244","5e5e11aed2420e129dc155ce","interrogative-total-yn",6,37.5,50,45
"245","5e85088b3f06400f3f75e21f","declarative-broad-focus",14,87.5,45.8333333333333,21
"246","5e85088b3f06400f3f75e21f","declarative-narrow-focus",14,87.5,45.8333333333333,21
"247","5e85088b3f06400f3f75e21f","interrogative-partial-wh",11,68.75,45.8333333333333,21
"248","5e85088b3f06400f3f75e21f","interrogative-total-yn",8,50,45.8333333333333,21
"249","5e88dc8c101fec57cb09fa3a","declarative-broad-focus",16,100,45,40
"250","5e88dc8c101fec57cb09fa3a","declarative-narrow-focus",15,93.75,45,40
"251","5e88dc8c101fec57cb09fa3a","interrogative-partial-wh",9,56.25,45,40
"252","5e88dc8c101fec57cb09fa3a","interrogative-total-yn",11,68.75,45,40
"253","5e8a5f27f35994098ee9a4aa","declarative-broad-focus",16,100,57.5,49
"254","5e8a5f27f35994098ee9a4aa","declarative-narrow-focus",16,100,57.5,49
"255","5e8a5f27f35994098ee9a4aa","interrogative-partial-wh",10,62.5,57.5,49
"256","5e8a5f27f35994098ee9a4aa","interrogative-total-yn",8,50,57.5,49
"257","5e92a1a4fc57e20f92eef47f","declarative-broad-focus",14,87.5,47.5,50
"258","5e92a1a4fc57e20f92eef47f","declarative-narrow-focus",15,93.75,47.5,50
"259","5e92a1a4fc57e20f92eef47f","interrogative-partial-wh",7,43.75,47.5,50
"260","5e92a1a4fc57e20f92eef47f","interrogative-total-yn",8,50,47.5,50
"261","5e9498c27ca863327ced415f","declarative-broad-focus",16,100,54.1666666666667,32
"262","5e9498c27ca863327ced415f","declarative-narrow-focus",16,100,54.1666666666667,32
"263","5e9498c27ca863327ced415f","interrogative-partial-wh",13,81.25,54.1666666666667,32
"264","5e9498c27ca863327ced415f","interrogative-total-yn",11,68.75,54.1666666666667,32
"265","5e960111bc10f706bfe802fe","declarative-broad-focus",16,100,53.3333333333333,46
"266","5e960111bc10f706bfe802fe","declarative-narrow-focus",16,100,53.3333333333333,46
"267","5e960111bc10f706bfe802fe","interrogative-partial-wh",10,62.5,53.3333333333333,46
"268","5e960111bc10f706bfe802fe","interrogative-total-yn",10,62.5,53.3333333333333,46
"269","5e9a84af150a8012575e4784","declarative-broad-focus",15,93.75,56.6666666666667,34
"270","5e9a84af150a8012575e4784","declarative-narrow-focus",16,100,56.6666666666667,34
"271","5e9a84af150a8012575e4784","interrogative-partial-wh",14,87.5,56.6666666666667,34
"272","5e9a84af150a8012575e4784","interrogative-total-yn",7,43.75,56.6666666666667,34
"273","5e9b443223881d04be740737","declarative-broad-focus",16,100,55,32
"274","5e9b443223881d04be740737","declarative-narrow-focus",16,100,55,32
"275","5e9b443223881d04be740737","interrogative-partial-wh",14,87.5,55,32
"276","5e9b443223881d04be740737","interrogative-total-yn",8,50,55,32
"277","5e9fcb1aa7eac5182448d5ab","declarative-broad-focus",16,100,54.1666666666667,53
"278","5e9fcb1aa7eac5182448d5ab","declarative-narrow-focus",16,100,54.1666666666667,53
"279","5e9fcb1aa7eac5182448d5ab","interrogative-partial-wh",10,62.5,54.1666666666667,53
"280","5e9fcb1aa7eac5182448d5ab","interrogative-total-yn",12,75,54.1666666666667,53
"281","5eb0bbbc0be27c183500b45d","declarative-broad-focus",15,93.75,43.3333333333333,49
"282","5eb0bbbc0be27c183500b45d","declarative-narrow-focus",14,87.5,43.3333333333333,49
"283","5eb0bbbc0be27c183500b45d","interrogative-partial-wh",5,31.25,43.3333333333333,49
"284","5eb0bbbc0be27c183500b45d","interrogative-total-yn",3,18.75,43.3333333333333,49
"285","5eb3623f751686152660a84b","declarative-broad-focus",15,93.75,66.6666666666667,39
"286","5eb3623f751686152660a84b","declarative-narrow-focus",16,100,66.6666666666667,39
"287","5eb3623f751686152660a84b","interrogative-partial-wh",14,87.5,66.6666666666667,39
"288","5eb3623f751686152660a84b","interrogative-total-yn",9,56.25,66.6666666666667,39
"289","5eb46ccc0c06142c0faae377","declarative-broad-focus",15,93.75,60.8333333333333,31
"290","5eb46ccc0c06142c0faae377","declarative-narrow-focus",13,81.25,60.8333333333333,31
"291","5eb46ccc0c06142c0faae377","interrogative-partial-wh",13,81.25,60.8333333333333,31
"292","5eb46ccc0c06142c0faae377","interrogative-total-yn",10,62.5,60.8333333333333,31
"293","5eb5c26dd25d2549d228fdf1","declarative-broad-focus",16,100,42.5,53
"294","5eb5c26dd25d2549d228fdf1","declarative-narrow-focus",16,100,42.5,53
"295","5eb5c26dd25d2549d228fdf1","interrogative-partial-wh",6,37.5,42.5,53
"296","5eb5c26dd25d2549d228fdf1","interrogative-total-yn",7,43.75,42.5,53
"297","5eb69d6f0c2db401c496390f","declarative-broad-focus",16,100,47.5,41
"298","5eb69d6f0c2db401c496390f","declarative-narrow-focus",15,93.75,47.5,41
"299","5eb69d6f0c2db401c496390f","interrogative-partial-wh",16,100,47.5,41
"300","5eb69d6f0c2db401c496390f","interrogative-total-yn",10,62.5,47.5,41
"301","5ec4465c16290213a8e30fd5","declarative-broad-focus",16,100,41.6666666666667,63
"302","5ec4465c16290213a8e30fd5","declarative-narrow-focus",16,100,41.6666666666667,63
"303","5ec4465c16290213a8e30fd5","interrogative-partial-wh",14,87.5,41.6666666666667,63
"304","5ec4465c16290213a8e30fd5","interrogative-total-yn",3,18.75,41.6666666666667,63
"305","5ec8ad205fa667395e141ce9","declarative-broad-focus",15,93.75,43.3333333333333,25
"306","5ec8ad205fa667395e141ce9","declarative-narrow-focus",16,100,43.3333333333333,25
"307","5ec8ad205fa667395e141ce9","interrogative-partial-wh",10,62.5,43.3333333333333,25
"308","5ec8ad205fa667395e141ce9","interrogative-total-yn",11,68.75,43.3333333333333,25
"309","5ed6c9613e5fc912b310c00c","declarative-broad-focus",16,100,43.3333333333333,12
"310","5ed6c9613e5fc912b310c00c","declarative-narrow-focus",15,93.75,43.3333333333333,12
"311","5ed6c9613e5fc912b310c00c","interrogative-partial-wh",7,43.75,43.3333333333333,12
"312","5ed6c9613e5fc912b310c00c","interrogative-total-yn",14,87.5,43.3333333333333,12
"313","5ed92a47585c150e2dc44740","declarative-broad-focus",14,87.5,45,34
"314","5ed92a47585c150e2dc44740","declarative-narrow-focus",16,100,45,34
"315","5ed92a47585c150e2dc44740","interrogative-partial-wh",15,93.75,45,34
"316","5ed92a47585c150e2dc44740","interrogative-total-yn",2,12.5,45,34
"317","5eda86226763346ac679ca5f","declarative-broad-focus",15,93.75,40.8333333333333,34
"318","5eda86226763346ac679ca5f","declarative-narrow-focus",14,87.5,40.8333333333333,34
"319","5eda86226763346ac679ca5f","interrogative-partial-wh",12,75,40.8333333333333,34
"320","5eda86226763346ac679ca5f","interrogative-total-yn",10,62.5,40.8333333333333,34
"321","5edfb0770fb0722aa3839b6d","declarative-broad-focus",12,75,54.1666666666667,33
"322","5edfb0770fb0722aa3839b6d","declarative-narrow-focus",14,87.5,54.1666666666667,33
