"","participant","sentence_type","n","correct_pct","lextale_avg","eq_score"
"323","5edfb0770fb0722aa3839b6d","interrogative-partial-wh",12,75,54.1666666666667,33
"324","5edfb0770fb0722aa3839b6d","interrogative-total-yn",15,93.75,54.1666666666667,33
"325","5ee50130f8d19d080bcc8263","declarative-broad-focus",16,100,62.5,34
"326","5ee50130f8d19d080bcc8263","declarative-narrow-focus",15,93.75,62.5,34
"327","5ee50130f8d19d080bcc8263","interrogative-partial-wh",13,81.25,62.5,34
"328","5ee50130f8d19d080bcc8263","interrogative-total-yn",12,75,62.5,34
"329","5ef411225a5e591d15fda2ec","declarative-broad-focus",16,100,46.6666666666667,50
"330","5ef411225a5e591d15fda2ec","declarative-narrow-focus",16,100,46.6666666666667,50
"331","5ef411225a5e591d15fda2ec","interrogative-partial-wh",15,93.75,46.6666666666667,50
"332","5ef411225a5e591d15fda2ec","interrogative-total-yn",4,25,46.6666666666667,50
"333","5efb5360f3f69c084c1ca850","declarative-broad-focus",13,81.25,47.5,43
"334","5efb5360f3f69c084c1ca850","declarative-narrow-focus",15,93.75,47.5,43
"335","5efb5360f3f69c084c1ca850","interrogative-partial-wh",13,81.25,47.5,43
"336","5efb5360f3f69c084c1ca850","interrogative-total-yn",4,25,47.5,43
"337","5f0499756b5d4972f0da9c78","declarative-broad-focus",14,87.5,55.8333333333333,14
"338","5f0499756b5d4972f0da9c78","declarative-narrow-focus",16,100,55.8333333333333,14
"339","5f0499756b5d4972f0da9c78","interrogative-partial-wh",6,37.5,55.8333333333333,14
"340","5f0499756b5d4972f0da9c78","interrogative-total-yn",11,68.75,55.8333333333333,14
"341","5f055b6ca28292863f750383","declarative-broad-focus",15,93.75,54.1666666666667,38
"342","5f055b6ca28292863f750383","declarative-narrow-focus",16,100,54.1666666666667,38
"343","5f055b6ca28292863f750383","interrogative-partial-wh",11,68.75,54.1666666666667,38
"344","5f055b6ca28292863f750383","interrogative-total-yn",9,56.25,54.1666666666667,38
"345","5f0763da47bd2b3561e8d085","declarative-broad-focus",16,100,53.3333333333333,49
"346","5f0763da47bd2b3561e8d085","declarative-narrow-focus",16,100,53.3333333333333,49
"347","5f0763da47bd2b3561e8d085","interrogative-partial-wh",8,50,53.3333333333333,49
"348","5f0763da47bd2b3561e8d085","interrogative-total-yn",9,56.25,53.3333333333333,49
"349","5f121091e95fdc03b5e897d0","declarative-broad-focus",16,100,44.1666666666667,48
"350","5f121091e95fdc03b5e897d0","declarative-narrow-focus",15,93.75,44.1666666666667,48
"351","5f121091e95fdc03b5e897d0","interrogative-partial-wh",7,43.75,44.1666666666667,48
"352","5f121091e95fdc03b5e897d0","interrogative-total-yn",7,43.75,44.1666666666667,48
"353","5f14e0f456500058ee865863","declarative-broad-focus",14,87.5,50.8333333333333,34
"354","5f14e0f456500058ee865863","declarative-narrow-focus",16,100,50.8333333333333,34
"355","5f14e0f456500058ee865863","interrogative-partial-wh",15,93.75,50.8333333333333,34
"356","5f14e0f456500058ee865863","interrogative-total-yn",6,37.5,50.8333333333333,34
"357","5f163626e9b14f1bfccf2b67","declarative-broad-focus",15,93.75,53.3333333333333,22
"358","5f163626e9b14f1bfccf2b67","declarative-narrow-focus",16,100,53.3333333333333,22
"359","5f163626e9b14f1bfccf2b67","interrogative-partial-wh",9,56.25,53.3333333333333,22
"360","5f163626e9b14f1bfccf2b67","interrogative-total-yn",8,50,53.3333333333333,22
"361","5f186916b4317902cdb28f39","declarative-broad-focus",16,100,45.8333333333333,62
"362","5f186916b4317902cdb28f39","declarative-narrow-focus",16,100,45.8333333333333,62
"363","5f186916b4317902cdb28f39","interrogative-partial-wh",12,75,45.8333333333333,62
"364","5f186916b4317902cdb28f39","interrogative-total-yn",15,93.75,45.8333333333333,62
"365","5f22bdb732432502a2615f3f","declarative-broad-focus",16,100,71.6666666666667,49
"366","5f22bdb732432502a2615f3f","declarative-narrow-focus",15,93.75,71.6666666666667,49
"367","5f22bdb732432502a2615f3f","interrogative-partial-wh",16,100,71.6666666666667,49
"368","5f22bdb732432502a2615f3f","interrogative-total-yn",16,100,71.6666666666667,49
"369","5f23ff398626c51fdd6c3fb5","declarative-broad-focus",16,100,49.1666666666667,35
"370","5f23ff398626c51fdd6c3fb5","declarative-narrow-focus",15,93.75,49.1666666666667,35
"371","5f23ff398626c51fdd6c3fb5","interrogative-partial-wh",14,87.5,49.1666666666667,35
"372","5f23ff398626c51fdd6c3fb5","interrogative-total-yn",5,31.25,49.1666666666667,35
"373","5f2af333a305a1453082fa08","declarative-broad-focus",16,100,48.3333333333333,27
"374","5f2af333a305a1453082fa08","declarative-narrow-focus",16,100,48.3333333333333,27
"375","5f2af333a305a1453082fa08","interrogative-partial-wh",6,37.5,48.3333333333333,27
"376","5f2af333a305a1453082fa08","interrogative-total-yn",14,87.5,48.3333333333333,27
"377","5f2cd45cd689ae1ec67c848c","declarative-broad-focus",13,81.25,52.5,40
"378","5f2cd45cd689ae1ec67c848c","declarative-narrow-focus",9,56.25,52.5,40
"379","5f2cd45cd689ae1ec67c848c","interrogative-partial-wh",8,50,52.5,40
"380","5f2cd45cd689ae1ec67c848c","interrogative-total-yn",7,43.75,52.5,40
"381","5f2f03deec679e2cf4a992e6","declarative-broad-focus",16,100,47.5,59
"382","5f2f03deec679e2cf4a992e6","declarative-narrow-focus",16,100,47.5,59
"383","5f2f03deec679e2cf4a992e6","interrogative-partial-wh",13,81.25,47.5,59
"384","5f2f03deec679e2cf4a992e6","interrogative-total-yn",6,37.5,47.5,59
"385","5f317125c5a8420186619723","declarative-broad-focus",6,37.5,38.3333333333333,33
"386","5f317125c5a8420186619723","declarative-narrow-focus",9,56.25,38.3333333333333,33
"387","5f317125c5a8420186619723","interrogative-partial-wh",13,81.25,38.3333333333333,33
"388","5f317125c5a8420186619723","interrogative-total-yn",9,56.25,38.3333333333333,33
"389","5f32a66eb0b759099d33fb8c","declarative-broad-focus",14,87.5,44.1666666666667,56
"390","5f32a66eb0b759099d33fb8c","declarative-narrow-focus",16,100,44.1666666666667,56
"391","5f32a66eb0b759099d33fb8c","interrogative-partial-wh",9,56.25,44.1666666666667,56
"392","5f32a66eb0b759099d33fb8c","interrogative-total-yn",13,81.25,44.1666666666667,56
"393","5f3810bc8049e40ad7b6909a","declarative-broad-focus",15,93.75,45.8333333333333,24
"394","5f3810bc8049e40ad7b6909a","declarative-narrow-focus",16,100,45.8333333333333,24
"395","5f3810bc8049e40ad7b6909a","interrogative-partial-wh",10,62.5,45.8333333333333,24
"396","5f3810bc8049e40ad7b6909a","interrogative-total-yn",9,56.25,45.8333333333333,24
"397","5f3bf76b70b2305d2e676bc8","declarative-broad-focus",9,56.25,48.3333333333333,26
"398","5f3bf76b70b2305d2e676bc8","declarative-narrow-focus",8,50,48.3333333333333,26
"399","5f3bf76b70b2305d2e676bc8","interrogative-partial-wh",12,75,48.3333333333333,26
"400","5f3bf76b70b2305d2e676bc8","interrogative-total-yn",10,62.5,48.3333333333333,26
"401","5f3d1db8a6057b0217f30a13","declarative-broad-focus",16,100,50,22
"402","5f3d1db8a6057b0217f30a13","declarative-narrow-focus",15,93.75,50,22
"403","5f3d1db8a6057b0217f30a13","interrogative-partial-wh",15,93.75,50,22
"404","5f3d1db8a6057b0217f30a13","interrogative-total-yn",11,68.75,50,22
"405","5f3eeb74bfbc021a779796d2","declarative-broad-focus",16,100,47.5,47
"406","5f3eeb74bfbc021a779796d2","declarative-narrow-focus",16,100,47.5,47
"407","5f3eeb74bfbc021a779796d2","interrogative-partial-wh",11,68.75,47.5,47
"408","5f3eeb74bfbc021a779796d2","interrogative-total-yn",8,50,47.5,47
"409","5f3fecd2bc9bac0b4ca93d30","declarative-broad-focus",16,100,64.1666666666667,38
"410","5f3fecd2bc9bac0b4ca93d30","declarative-narrow-focus",16,100,64.1666666666667,38
"411","5f3fecd2bc9bac0b4ca93d30","interrogative-partial-wh",12,75,64.1666666666667,38
"412","5f3fecd2bc9bac0b4ca93d30","interrogative-total-yn",5,31.25,64.1666666666667,38
"413","5f40de3e899a9b2155b6eabf","declarative-broad-focus",7,43.75,54.1666666666667,32
"414","5f40de3e899a9b2155b6eabf","declarative-narrow-focus",11,68.75,54.1666666666667,32
"415","5f40de3e899a9b2155b6eabf","interrogative-partial-wh",12,75,54.1666666666667,32
"416","5f40de3e899a9b2155b6eabf","interrogative-total-yn",13,81.25,54.1666666666667,32
"417","5f4580ba9ae79f195a9ece38","declarative-broad-focus",15,93.75,75,40
"418","5f4580ba9ae79f195a9ece38","declarative-narrow-focus",15,93.75,75,40
"419","5f4580ba9ae79f195a9ece38","interrogative-partial-wh",9,56.25,75,40
"420","5f4580ba9ae79f195a9ece38","interrogative-total-yn",14,87.5,75,40
"421","5f46fd0e30f69f0de0dfa38c","declarative-broad-focus",15,93.75,47.5,30
"422","5f46fd0e30f69f0de0dfa38c","declarative-narrow-focus",15,93.75,47.5,30
"423","5f46fd0e30f69f0de0dfa38c","interrogative-partial-wh",9,56.25,47.5,30
"424","5f46fd0e30f69f0de0dfa38c","interrogative-total-yn",11,68.75,47.5,30
"425","5f48e9e36d9c7b3b69c5ed4f","declarative-broad-focus",16,100,44.1666666666667,31
"426","5f48e9e36d9c7b3b69c5ed4f","declarative-narrow-focus",16,100,44.1666666666667,31
"427","5f48e9e36d9c7b3b69c5ed4f","interrogative-partial-wh",11,68.75,44.1666666666667,31
"428","5f48e9e36d9c7b3b69c5ed4f","interrogative-total-yn",4,25,44.1666666666667,31
"429","5f49286a48bd2a43821fab14","declarative-broad-focus",16,100,50,24
"430","5f49286a48bd2a43821fab14","declarative-narrow-focus",15,93.75,50,24
"431","5f49286a48bd2a43821fab14","interrogative-partial-wh",12,75,50,24
"432","5f49286a48bd2a43821fab14","interrogative-total-yn",2,12.5,50,24
"433","5f4cfe26fc6fe994078bedd3","declarative-broad-focus",13,81.25,45.8333333333333,31
"434","5f4cfe26fc6fe994078bedd3","declarative-narrow-focus",12,75,45.8333333333333,31
"435","5f4cfe26fc6fe994078bedd3","interrogative-partial-wh",3,18.75,45.8333333333333,31
"436","5f4cfe26fc6fe994078bedd3","interrogative-total-yn",9,56.25,45.8333333333333,31
"437","5f4e50590bf655000c944e16","declarative-broad-focus",15,93.75,45,41
"438","5f4e50590bf655000c944e16","declarative-narrow-focus",16,100,45,41
"439","5f4e50590bf655000c944e16","interrogative-partial-wh",6,37.5,45,41
"440","5f4e50590bf655000c944e16","interrogative-total-yn",14,87.5,45,41
"441","5f53927e3a8bb66b0f07d471","declarative-broad-focus",14,87.5,70,39
"442","5f53927e3a8bb66b0f07d471","declarative-narrow-focus",14,87.5,70,39
"443","5f53927e3a8bb66b0f07d471","interrogative-partial-wh",7,43.75,70,39
"444","5f53927e3a8bb66b0f07d471","interrogative-total-yn",15,93.75,70,39
"445","5f5588d8f313fc95927e288b","declarative-broad-focus",16,100,41.6666666666667,44
"446","5f5588d8f313fc95927e288b","declarative-narrow-focus",15,93.75,41.6666666666667,44
"447","5f5588d8f313fc95927e288b","interrogative-partial-wh",8,50,41.6666666666667,44
"448","5f5588d8f313fc95927e288b","interrogative-total-yn",11,68.75,41.6666666666667,44
"449","5f56481f814f890398411ba3","declarative-broad-focus",14,87.5,51.6666666666667,34
"450","5f56481f814f890398411ba3","declarative-narrow-focus",16,100,51.6666666666667,34
"451","5f56481f814f890398411ba3","interrogative-partial-wh",9,56.25,51.6666666666667,34
"452","5f56481f814f890398411ba3","interrogative-total-yn",11,68.75,51.6666666666667,34
"453","5f579b85e5442025dcc0c068","declarative-broad-focus",15,93.75,45,29
"454","5f579b85e5442025dcc0c068","declarative-narrow-focus",13,81.25,45,29
"455","5f579b85e5442025dcc0c068","interrogative-partial-wh",7,43.75,45,29
"456","5f579b85e5442025dcc0c068","interrogative-total-yn",12,75,45,29
"457","5f582002dff3f038d1eb83c4","declarative-broad-focus",14,87.5,54.1666666666667,51
"458","5f582002dff3f038d1eb83c4","declarative-narrow-focus",16,100,54.1666666666667,51
"459","5f582002dff3f038d1eb83c4","interrogative-partial-wh",13,81.25,54.1666666666667,51
"460","5f582002dff3f038d1eb83c4","interrogative-total-yn",13,81.25,54.1666666666667,51
"461","5f59196cdfe283117d6e909e","declarative-broad-focus",16,100,52.5,54
"462","5f59196cdfe283117d6e909e","declarative-narrow-focus",16,100,52.5,54
"463","5f59196cdfe283117d6e909e","interrogative-partial-wh",16,100,52.5,54
"464","5f59196cdfe283117d6e909e","interrogative-total-yn",3,18.75,52.5,54
"465","5f656030cd36f609db0da23e","declarative-broad-focus",16,100,63.3333333333333,39
"466","5f656030cd36f609db0da23e","declarative-narrow-focus",15,93.75,63.3333333333333,39
"467","5f656030cd36f609db0da23e","interrogative-partial-wh",16,100,63.3333333333333,39
"468","5f656030cd36f609db0da23e","interrogative-total-yn",12,75,63.3333333333333,39
"469","5f6a094092466e03262c6b37","declarative-broad-focus",16,100,50.8333333333333,44
"470","5f6a094092466e03262c6b37","declarative-narrow-focus",16,100,50.8333333333333,44
"471","5f6a094092466e03262c6b37","interrogative-partial-wh",16,100,50.8333333333333,44
"472","5f6a094092466e03262c6b37","interrogative-total-yn",3,18.75,50.8333333333333,44
"473","5f6bc8e8a9a9b4134c8719b4","declarative-broad-focus",16,100,46.6666666666667,39
"474","5f6bc8e8a9a9b4134c8719b4","declarative-narrow-focus",15,93.75,46.6666666666667,39
"475","5f6bc8e8a9a9b4134c8719b4","interrogative-partial-wh",7,43.75,46.6666666666667,39
"476","5f6bc8e8a9a9b4134c8719b4","interrogative-total-yn",10,62.5,46.6666666666667,39
"477","5f7058deeb83ab60bb836eae","declarative-broad-focus",16,100,56.6666666666667,22
"478","5f7058deeb83ab60bb836eae","declarative-narrow-focus",16,100,56.6666666666667,22
"479","5f7058deeb83ab60bb836eae","interrogative-partial-wh",11,68.75,56.6666666666667,22
"480","5f7058deeb83ab60bb836eae","interrogative-total-yn",5,31.25,56.6666666666667,22
"481","5f7cdbfddd75001800fa84b9","declarative-broad-focus",15,93.75,49.1666666666667,29
"482","5f7cdbfddd75001800fa84b9","declarative-narrow-focus",14,87.5,49.1666666666667,29
"483","5f7cdbfddd75001800fa84b9","interrogative-partial-wh",10,62.5,49.1666666666667,29
"484","5f7cdbfddd75001800fa84b9","interrogative-total-yn",9,56.25,49.1666666666667,29
"485","5f80bc44efa2c013099af460","declarative-broad-focus",16,100,54.1666666666667,13
"486","5f80bc44efa2c013099af460","declarative-narrow-focus",16,100,54.1666666666667,13
"487","5f80bc44efa2c013099af460","interrogative-partial-wh",14,87.5,54.1666666666667,13
"488","5f80bc44efa2c013099af460","interrogative-total-yn",7,43.75,54.1666666666667,13
"489","5f865e9ac5be471b63865294","declarative-broad-focus",10,62.5,50,40
"490","5f865e9ac5be471b63865294","declarative-narrow-focus",14,87.5,50,40
"491","5f865e9ac5be471b63865294","interrogative-partial-wh",10,62.5,50,40
"492","5f865e9ac5be471b63865294","interrogative-total-yn",6,37.5,50,40
"493","5f8dbc2dbe6a9e10493e3d6e","declarative-broad-focus",16,100,65,45
"494","5f8dbc2dbe6a9e10493e3d6e","declarative-narrow-focus",16,100,65,45
"495","5f8dbc2dbe6a9e10493e3d6e","interrogative-partial-wh",15,93.75,65,45
"496","5f8dbc2dbe6a9e10493e3d6e","interrogative-total-yn",5,31.25,65,45
"497","5f90744a10d3371291f6c0b2","declarative-broad-focus",15,93.75,40.8333333333333,54
"498","5f90744a10d3371291f6c0b2","declarative-narrow-focus",15,93.75,40.8333333333333,54
"499","5f90744a10d3371291f6c0b2","interrogative-partial-wh",6,37.5,40.8333333333333,54
"500","5f90744a10d3371291f6c0b2","interrogative-total-yn",11,68.75,40.8333333333333,54
"501","5f9710e93c0e4a07c48e98d9","declarative-broad-focus",5,31.25,44.1666666666667,37
"502","5f9710e93c0e4a07c48e98d9","declarative-narrow-focus",10,62.5,44.1666666666667,37
"503","5f9710e93c0e4a07c48e98d9","interrogative-partial-wh",11,68.75,44.1666666666667,37
"504","5f9710e93c0e4a07c48e98d9","interrogative-total-yn",14,87.5,44.1666666666667,37
"505","5f9858b14dff5d10e5c3cdb3","declarative-broad-focus",16,100,44.1666666666667,28
"506","5f9858b14dff5d10e5c3cdb3","declarative-narrow-focus",16,100,44.1666666666667,28
"507","5f9858b14dff5d10e5c3cdb3","interrogative-partial-wh",5,31.25,44.1666666666667,28
"508","5f9858b14dff5d10e5c3cdb3","interrogative-total-yn",11,68.75,44.1666666666667,28
"509","5f985a6faf071810974a32f8","declarative-broad-focus",11,68.75,44.1666666666667,34
"510","5f985a6faf071810974a32f8","declarative-narrow-focus",14,87.5,44.1666666666667,34
"511","5f985a6faf071810974a32f8","interrogative-partial-wh",16,100,44.1666666666667,34
"512","5f985a6faf071810974a32f8","interrogative-total-yn",6,37.5,44.1666666666667,34
"513","5f99e3031e4f740c4a2f6cbc","declarative-broad-focus",16,100,46.6666666666667,13
"514","5f99e3031e4f740c4a2f6cbc","declarative-narrow-focus",16,100,46.6666666666667,13
"515","5f99e3031e4f740c4a2f6cbc","interrogative-partial-wh",11,68.75,46.6666666666667,13
"516","5f99e3031e4f740c4a2f6cbc","interrogative-total-yn",11,68.75,46.6666666666667,13
"517","5fa500331b3c351a9d18488c","declarative-broad-focus",13,81.25,54.1666666666667,20
"518","5fa500331b3c351a9d18488c","declarative-narrow-focus",11,68.75,54.1666666666667,20
"519","5fa500331b3c351a9d18488c","interrogative-partial-wh",5,31.25,54.1666666666667,20
"520","5fa500331b3c351a9d18488c","interrogative-total-yn",14,87.5,54.1666666666667,20
"521","5faeb0771929e6000941ecc5","declarative-broad-focus",16,100,50.8333333333333,36
"522","5faeb0771929e6000941ecc5","declarative-narrow-focus",16,100,50.8333333333333,36
"523","5faeb0771929e6000941ecc5","interrogative-partial-wh",13,81.25,50.8333333333333,36
"524","5faeb0771929e6000941ecc5","interrogative-total-yn",10,62.5,50.8333333333333,36
"525","5fb327660f80c1a4d39fada2","declarative-broad-focus",16,100,51.6666666666667,30
"526","5fb327660f80c1a4d39fada2","declarative-narrow-focus",16,100,51.6666666666667,30
"527","5fb327660f80c1a4d39fada2","interrogative-partial-wh",11,68.75,51.6666666666667,30
"528","5fb327660f80c1a4d39fada2","interrogative-total-yn",8,50,51.6666666666667,30
"529","5fb33ec89c2b44a71c2cd5df","declarative-broad-focus",16,100,47.5,40
"530","5fb33ec89c2b44a71c2cd5df","declarative-narrow-focus",16,100,47.5,40
"531","5fb33ec89c2b44a71c2cd5df","interrogative-partial-wh",15,93.75,47.5,40
"532","5fb33ec89c2b44a71c2cd5df","interrogative-total-yn",4,25,47.5,40
"533","5fb41bf3f84c7006ac8e30f2","declarative-broad-focus",16,100,36.6666666666667,39
"534","5fb41bf3f84c7006ac8e30f2","declarative-narrow-focus",12,75,36.6666666666667,39
"535","5fb41bf3f84c7006ac8e30f2","interrogative-partial-wh",14,87.5,36.6666666666667,39
"536","5fb41bf3f84c7006ac8e30f2","interrogative-total-yn",10,62.5,36.6666666666667,39
"537","5fb596ff69ed590fff92ba8f","declarative-broad-focus",16,100,50.8333333333333,48
"538","5fb596ff69ed590fff92ba8f","declarative-narrow-focus",15,93.75,50.8333333333333,48
"539","5fb596ff69ed590fff92ba8f","interrogative-partial-wh",7,43.75,50.8333333333333,48
"540","5fb596ff69ed590fff92ba8f","interrogative-total-yn",11,68.75,50.8333333333333,48
"541","5fb6da2d039b27111314d871","declarative-broad-focus",16,100,56.6666666666667,46
"542","5fb6da2d039b27111314d871","declarative-narrow-focus",16,100,56.6666666666667,46
"543","5fb6da2d039b27111314d871","interrogative-partial-wh",16,100,56.6666666666667,46
"544","5fb6da2d039b27111314d871","interrogative-total-yn",4,25,56.6666666666667,46
"545","5fb6f3bc48d534199270ad38","declarative-broad-focus",14,87.5,50,27
"546","5fb6f3bc48d534199270ad38","declarative-narrow-focus",16,100,50,27
"547","5fb6f3bc48d534199270ad38","interrogative-partial-wh",13,81.25,50,27
"548","5fb6f3bc48d534199270ad38","interrogative-total-yn",4,25,50,27
"549","5fb87ecac3b7885df134405a","declarative-broad-focus",16,100,50.8333333333333,26
"550","5fb87ecac3b7885df134405a","declarative-narrow-focus",15,93.75,50.8333333333333,26
"551","5fb87ecac3b7885df134405a","interrogative-partial-wh",5,31.25,50.8333333333333,26
"552","5fb87ecac3b7885df134405a","interrogative-total-yn",11,68.75,50.8333333333333,26
"553","5fb93ffbd40ee27661244708","declarative-broad-focus",15,93.75,49.1666666666667,46
"554","5fb93ffbd40ee27661244708","declarative-narrow-focus",14,87.5,49.1666666666667,46
"555","5fb93ffbd40ee27661244708","interrogative-partial-wh",15,93.75,49.1666666666667,46
"556","5fb93ffbd40ee27661244708","interrogative-total-yn",9,56.25,49.1666666666667,46
"557","5fb9689421064d7ff5f5243e","declarative-broad-focus",16,100,52.5,44
"558","5fb9689421064d7ff5f5243e","declarative-narrow-focus",16,100,52.5,44
"559","5fb9689421064d7ff5f5243e","interrogative-partial-wh",10,62.5,52.5,44
"560","5fb9689421064d7ff5f5243e","interrogative-total-yn",7,43.75,52.5,44
"561","5fbd1e2fb3756f06700d2475","declarative-broad-focus",11,68.75,71.6666666666667,21
"562","5fbd1e2fb3756f06700d2475","declarative-narrow-focus",8,50,71.6666666666667,21
"563","5fbd1e2fb3756f06700d2475","interrogative-partial-wh",8,50,71.6666666666667,21
"564","5fbd1e2fb3756f06700d2475","interrogative-total-yn",12,75,71.6666666666667,21
"565","5fc004cdd7890e102cc48ce6","declarative-broad-focus",15,93.75,54.1666666666667,19
"566","5fc004cdd7890e102cc48ce6","declarative-narrow-focus",15,93.75,54.1666666666667,19
"567","5fc004cdd7890e102cc48ce6","interrogative-partial-wh",13,81.25,54.1666666666667,19
"568","5fc004cdd7890e102cc48ce6","interrogative-total-yn",10,62.5,54.1666666666667,19
"569","5fc00932d6371d37ee128423","declarative-broad-focus",14,87.5,55.8333333333333,61
"570","5fc00932d6371d37ee128423","declarative-narrow-focus",16,100,55.8333333333333,61
"571","5fc00932d6371d37ee128423","interrogative-partial-wh",14,87.5,55.8333333333333,61
"572","5fc00932d6371d37ee128423","interrogative-total-yn",12,75,55.8333333333333,61
"573","5fc51d23152a5a0008a1956c","declarative-broad-focus",15,93.75,55,37
"574","5fc51d23152a5a0008a1956c","declarative-narrow-focus",16,100,55,37
"575","5fc51d23152a5a0008a1956c","interrogative-partial-wh",15,93.75,55,37
"576","5fc51d23152a5a0008a1956c","interrogative-total-yn",15,93.75,55,37
"577","5fc663e511783d0a0e619de1","declarative-broad-focus",16,100,57.5,48
"578","5fc663e511783d0a0e619de1","declarative-narrow-focus",16,100,57.5,48
"579","5fc663e511783d0a0e619de1","interrogative-partial-wh",15,93.75,57.5,48
"580","5fc663e511783d0a0e619de1","interrogative-total-yn",2,12.5,57.5,48
"581","5fce532e51f670000a2a1410","declarative-broad-focus",13,81.25,47.5,25
"582","5fce532e51f670000a2a1410","declarative-narrow-focus",15,93.75,47.5,25
"583","5fce532e51f670000a2a1410","interrogative-partial-wh",7,43.75,47.5,25
"584","5fce532e51f670000a2a1410","interrogative-total-yn",13,81.25,47.5,25
"585","5fcf286268f4c722183af975","declarative-broad-focus",15,93.75,45.8333333333333,23
"586","5fcf286268f4c722183af975","declarative-narrow-focus",16,100,45.8333333333333,23
"587","5fcf286268f4c722183af975","interrogative-partial-wh",10,62.5,45.8333333333333,23
"588","5fcf286268f4c722183af975","interrogative-total-yn",9,56.25,45.8333333333333,23
"589","5fd4335c2d643f1a0ed65cb7","declarative-broad-focus",12,75,47.5,24
"590","5fd4335c2d643f1a0ed65cb7","declarative-narrow-focus",11,68.75,47.5,24
"591","5fd4335c2d643f1a0ed65cb7","interrogative-partial-wh",12,75,47.5,24
"592","5fd4335c2d643f1a0ed65cb7","interrogative-total-yn",11,68.75,47.5,24
"593","5fdf9d13a6a9ed7d8efd0b69","declarative-broad-focus",12,75,41.6666666666667,20
"594","5fdf9d13a6a9ed7d8efd0b69","declarative-narrow-focus",10,62.5,41.6666666666667,20
"595","5fdf9d13a6a9ed7d8efd0b69","interrogative-partial-wh",15,93.75,41.6666666666667,20
"596","5fdf9d13a6a9ed7d8efd0b69","interrogative-total-yn",11,68.75,41.6666666666667,20
"597","5febbf353cc53cce4cec36e3","declarative-broad-focus",15,93.75,49.1666666666667,49
"598","5febbf353cc53cce4cec36e3","declarative-narrow-focus",15,93.75,49.1666666666667,49
"599","5febbf353cc53cce4cec36e3","interrogative-partial-wh",12,75,49.1666666666667,49
"600","5febbf353cc53cce4cec36e3","interrogative-total-yn",11,68.75,49.1666666666667,49
"601","5fecd5fa7e067ae6bd9cc8d2","declarative-broad-focus",15,93.75,48.3333333333333,33
"602","5fecd5fa7e067ae6bd9cc8d2","declarative-narrow-focus",15,93.75,48.3333333333333,33
"603","5fecd5fa7e067ae6bd9cc8d2","interrogative-partial-wh",13,81.25,48.3333333333333,33
"604","5fecd5fa7e067ae6bd9cc8d2","interrogative-total-yn",4,25,48.3333333333333,33
"605","5fed01281d6cb4f2fef20220","declarative-broad-focus",16,100,58.3333333333333,48
"606","5fed01281d6cb4f2fef20220","declarative-narrow-focus",15,93.75,58.3333333333333,48
"607","5fed01281d6cb4f2fef20220","interrogative-partial-wh",14,87.5,58.3333333333333,48
"608","5fed01281d6cb4f2fef20220","interrogative-total-yn",10,62.5,58.3333333333333,48
"609","5feef07e0ad48b201b5ad5fe","declarative-broad-focus",14,87.5,39.1666666666667,28
"610","5feef07e0ad48b201b5ad5fe","declarative-narrow-focus",14,87.5,39.1666666666667,28
"611","5feef07e0ad48b201b5ad5fe","interrogative-partial-wh",8,50,39.1666666666667,28
"612","5feef07e0ad48b201b5ad5fe","interrogative-total-yn",7,43.75,39.1666666666667,28
"613","5ff1e7e39f4b9e67a53f893a","declarative-broad-focus",16,100,43.3333333333333,43
"614","5ff1e7e39f4b9e67a53f893a","declarative-narrow-focus",14,87.5,43.3333333333333,43
"615","5ff1e7e39f4b9e67a53f893a","interrogative-partial-wh",8,50,43.3333333333333,43
"616","5ff1e7e39f4b9e67a53f893a","interrogative-total-yn",13,81.25,43.3333333333333,43
"617","5ff364b2c9707d906a0fc44e","declarative-broad-focus",16,100,58.3333333333333,56
"618","5ff364b2c9707d906a0fc44e","declarative-narrow-focus",16,100,58.3333333333333,56
"619","5ff364b2c9707d906a0fc44e","interrogative-partial-wh",12,75,58.3333333333333,56
"620","5ff364b2c9707d906a0fc44e","interrogative-total-yn",8,50,58.3333333333333,56
"621","5ff8b291840bed124061d389","declarative-broad-focus",15,93.75,55,48
"622","5ff8b291840bed124061d389","declarative-narrow-focus",16,100,55,48
"623","5ff8b291840bed124061d389","interrogative-partial-wh",7,43.75,55,48
"624","5ff8b291840bed124061d389","interrogative-total-yn",12,75,55,48
"625","5ffef0a1255d0c5fd3bdfd6a","declarative-broad-focus",16,100,55,42
"626","5ffef0a1255d0c5fd3bdfd6a","declarative-narrow-focus",15,93.75,55,42
"627","5ffef0a1255d0c5fd3bdfd6a","interrogative-partial-wh",16,100,55,42
"628","5ffef0a1255d0c5fd3bdfd6a","interrogative-total-yn",10,62.5,55,42
"629","6005a135fff7b6818a99fd87","declarative-broad-focus",16,100,55,17
"630","6005a135fff7b6818a99fd87","declarative-narrow-focus",16,100,55,17
"631","6005a135fff7b6818a99fd87","interrogative-partial-wh",6,37.5,55,17
"632","6005a135fff7b6818a99fd87","interrogative-total-yn",12,75,55,17
"633","600b0f7fa045ed0f806f01e2","declarative-broad-focus",16,100,55.8333333333333,36
"634","600b0f7fa045ed0f806f01e2","declarative-narrow-focus",16,100,55.8333333333333,36
"635","600b0f7fa045ed0f806f01e2","interrogative-partial-wh",10,62.5,55.8333333333333,36
"636","600b0f7fa045ed0f806f01e2","interrogative-total-yn",10,62.5,55.8333333333333,36
